P,P2,d_b,s_u,h_x,h_y,parameters
0.0,0.0,0.5789473684210527,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.631578947368421,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.6842105263157895,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.7368421052631579,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.7894736842105263,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.8421052631578947,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.8947368421052632,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.9473684210526315,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,1.0,0.18421052631578946,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.0,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.05263157894736842,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.10526315789473684,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.15789473684210525,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.21052631578947367,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.2631578947368421,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.3157894736842105,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.3684210526315789,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.42105263157894735,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.47368421052631576,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.5263157894736842,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.5789473684210527,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.631578947368421,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.6842105263157895,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.7368421052631579,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.7894736842105263,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.8421052631578947,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.8947368421052632,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,0.9473684210526315,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.0,0.0,1.0,0.22631578947368422,0.05,0.0,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1670912108123325,0.1670912105597426,0.0,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16687257771521938,0.1668725885336129,0.05263157894736842,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16665454108810457,0.16665452134453856,0.10526315789473684,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16643700334944353,0.1664370170723255,0.15789473684210525,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1662200490362762,0.16622004057798334,0.21052631578947367,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16600363606873308,0.16600362380783218,0.2631578947368421,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1657877622111434,0.16578774597111492,0.3157894736842105,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16557241013771212,0.16557242577707504,0.3684210526315789,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16535762506862353,0.1653576225027466,0.42105263157894735,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16514338189922456,0.1651433805383704,0.47368421052631576,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1649296605195577,0.16492964961951662,0.5263157894736842,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16471646460274317,0.16471646491435538,0.5789473684210527,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16450380456583727,0.16450381308480272,0.631578947368421,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16429169463011514,0.1642916851703491,0.6842105263157895,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16408010981147653,0.16408009592118056,0.7368421052631579,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1638690278047251,0.1638690416798153,0.7894736842105263,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16365850105874036,0.16365849954021977,0.8421052631578947,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16344848428830108,0.16344847204736263,0.8947368421052632,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.16323897463760878,0.16323897266400778,0.9473684210526315,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1630300102317527,0.16302998926719184,1.0,0.26842105263157895,0.05,0.05,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
0.1671707179724766,0.1666668872479158,0.0,0.3105263157894737,0.0,0.047237496347731216,"Dict{String, Real}(""s_u"" => 0.9, ""h_x_bar"" => 0.7281184255336381, ""h_x"" => 0.7281184255336381, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.5462663171375807, ""M"" => 1, ""s_jx"" => 0.9, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.5462663171375807, ""b_y"" => 4.0, ""s_jy"" => 0.9, ""s_x"" => 0.5, ""p_j"" => 0.5)"
