s_x,P,P2,d_b,h_x,h_y,parameters
0.4955555555555556,0.16814822315590067,0.12382878407074045,0.8888888888888888,0.8735831121778755,0.657993794599933,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.4955555555555556,0.1681482167692408,0.12068964922170941,1.0,0.8992210145994957,0.6770357461261154,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522455147944,0.13518522350265932,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522363403926,0.13518522899545082,0.1111111111111111,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.1351852253507327,0.13518522363005256,0.2222222222222222,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522907702063,0.13518522368253005,0.3333333333333333,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522309884343,0.13518522294928945,0.4444444444444444,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.1351852292480158,0.13518522386727239,0.5555555555555556,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522662706944,0.13518522694042134,0.6666666666666666,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522344101555,0.13518522330289512,0.7777777777777778,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.13518522579578648,0.1351852269419315,0.8888888888888888,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.5944444444444444,0.1351852243165915,0.13518522501930552,1.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224679377234,0.10222224546683266,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224554199588,0.1022222468857546,0.1111111111111111,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224574171793,0.1022222477195167,0.2222222222222222,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224585082414,0.10222224758986274,0.3333333333333333,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224733943583,0.10222224491762666,0.4444444444444444,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224402061378,0.10222224560981354,0.5555555555555556,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.1022222459157023,0.10222224562957263,0.6666666666666666,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224688441117,0.1022222442567109,0.7777777777777778,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224405383659,0.10222224787570557,0.8888888888888888,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.6933333333333334,0.10222224683918243,0.10222224529988273,1.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927136279414,0.06925927197335555,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927258331063,0.06925927142403869,0.1111111111111111,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.0692592727946935,0.0692592717300925,0.2222222222222222,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927257662017,0.06925927308507432,0.3333333333333333,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927288408418,0.06925927237070713,0.4444444444444444,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927260425835,0.06925927284498799,0.5555555555555556,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927305426048,0.06925927158484303,0.6666666666666666,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.0692592721427458,0.06925927135728112,0.7777777777777778,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927273919544,0.06925927226492058,0.8888888888888888,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.7922222222222223,0.06925927178298781,0.0692592715206599,1.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.03629630183526023,0.036296302193847566,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.03629630209664017,0.036296301970518974,0.1111111111111111,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.036296302187478674,0.036296302209097284,0.2222222222222222,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.03629630175402262,0.036296302081390605,0.3333333333333333,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.0362963018557829,0.036296301845668066,0.4444444444444444,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.036296302222812694,0.03629630194413769,0.5555555555555556,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.03629630175580363,0.03629630189561906,0.6666666666666666,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.03629630209604686,0.036296302190770305,0.7777777777777778,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.036296301817565935,0.036296301986844755,0.8888888888888888,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.8911111111111111,0.03629630189764657,0.0362963021691507,1.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333801113647,0.0033333338006488853,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333798201321,0.0033333338004024747,0.1111111111111111,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333799711669,0.0033333338016570003,0.2222222222222222,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333797848436,0.00333333380227481,0.3333333333333333,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333798049826,0.0033333338011103802,0.4444444444444444,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333800241284,0.003333333800604447,0.5555555555555556,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.0033333337995505507,0.0033333337996974913,0.6666666666666666,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.0033333337981647873,0.0033333337996434296,0.7777777777777778,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.0033333337987934684,0.0033333338007622212,0.8888888888888888,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
0.99,0.003333333801289696,0.00333333380015898,1.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.0, ""h_x"" => 0.0, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.0, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 0.1, ""b_x"" => 3, ""h_y"" => 0.0, ""b_y"" => 4.0, ""s_jy"" => 0.41, ""s_x"" => 0.99, ""p_j"" => 0.55)"
