db,M,h_x
0.7,1.0,0.0
0.7037974683544304,1.0,0.0
0.7075949367088608,1.0,0.0
0.7113924050632912,1.0,0.0
0.7151898734177216,1.0,0.0
0.7189873417721518,1.0,0.0
0.7227848101265822,1.0,0.0
0.7265822784810126,1.0,0.0
0.730379746835443,1.0,0.0
0.7341772151898734,1.0,0.0
0.7379746835443038,1.0,0.0
0.7417721518987341,1.0,0.0
0.7455696202531645,1.0,0.0
0.7493670886075949,1.0,0.0
0.7531645569620253,1.0,0.0
0.7569620253164557,1.0,0.0
0.760759493670886,1.0,0.0
0.7645569620253164,1.0,0.0
0.7683544303797468,1.0,0.0
0.7721518987341772,1.0,0.0
0.7759493670886076,1.0,0.0
0.779746835443038,1.0,0.0
0.7835443037974683,1.0,0.0
0.7873417721518987,1.0,0.0
0.7911392405063291,1.0,0.0
0.7949367088607595,1.0,0.0
0.7987341772151899,1.0,0.0
0.8025316455696202,1.0,0.0
0.8063291139240506,1.0,0.0
0.810126582278481,1.0,0.0
0.8139240506329114,1.0,1.0
0.8177215189873418,1.0,1.0
0.8215189873417722,1.0,1.0
0.8253164556962025,1.0,1.0
0.8291139240506329,1.0,1.0
0.8329113924050633,1.0,1.0
0.8367088607594937,1.0,1.0
0.8405063291139241,1.0,1.0
0.8443037974683544,1.0,1.0
0.8481012658227848,1.0,1.0
0.8518987341772152,1.0,1.0
0.8556962025316456,1.0,1.0
0.859493670886076,1.0,1.0
0.8632911392405064,1.0,1.0
0.8670886075949367,1.0,1.0
0.8708860759493671,1.0,1.0
0.8746835443037975,1.0,1.0
0.8784810126582279,1.0,1.0
0.8822784810126583,1.0,1.0
0.8860759493670886,1.0,1.0
0.889873417721519,1.0,1.0
0.8936708860759494,1.0,1.0
0.8974683544303798,1.0,1.0
0.9012658227848102,1.0,1.0
0.9050632911392406,1.0,1.0
0.9088607594936708,1.0,1.0
0.9126582278481012,1.0,1.0
0.9164556962025316,1.0,1.0
0.920253164556962,1.0,1.0
0.9240506329113924,1.0,1.0
0.9278481012658227,1.0,1.0
0.9316455696202531,1.0,1.0
0.9354430379746835,1.0,1.0
0.9392405063291139,1.0,1.0
0.9430379746835443,1.0,1.0
0.9468354430379747,1.0,1.0
0.950632911392405,1.0,1.0
0.9544303797468354,1.0,1.0
0.9582278481012658,1.0,1.0
0.9620253164556962,1.0,1.0
0.9658227848101266,1.0,1.0
0.9696202531645569,1.0,1.0
0.9734177215189873,1.0,1.0
0.9772151898734177,1.0,1.0
0.9810126582278481,1.0,1.0
0.9848101265822785,1.0,1.0
0.9886075949367089,1.0,1.0
0.9924050632911392,1.0,1.0
0.9962025316455696,1.0,1.0
1.0,1.0,1.0
0.7,1.0886075949367089,0.0
0.7037974683544304,1.0886075949367089,0.0
0.7075949367088608,1.0886075949367089,0.0
0.7113924050632912,1.0886075949367089,0.0
0.7151898734177216,1.0886075949367089,0.0
0.7189873417721518,1.0886075949367089,0.0
0.7227848101265822,1.0886075949367089,0.0
0.7265822784810126,1.0886075949367089,0.0
0.730379746835443,1.0886075949367089,0.0
0.7341772151898734,1.0886075949367089,0.0
0.7379746835443038,1.0886075949367089,0.0
0.7417721518987341,1.0886075949367089,0.0
0.7455696202531645,1.0886075949367089,0.0
0.7493670886075949,1.0886075949367089,0.0
0.7531645569620253,1.0886075949367089,0.0
0.7569620253164557,1.0886075949367089,0.0
0.760759493670886,1.0886075949367089,0.0
0.7645569620253164,1.0886075949367089,0.0
0.7683544303797468,1.0886075949367089,0.0
0.7721518987341772,1.0886075949367089,0.0
0.7759493670886076,1.0886075949367089,0.0
0.779746835443038,1.0886075949367089,0.0
0.7835443037974683,1.0886075949367089,0.0
0.7873417721518987,1.0886075949367089,0.0
0.7911392405063291,1.0886075949367089,0.0
0.7949367088607595,1.0886075949367089,0.0
0.7987341772151899,1.0886075949367089,0.0
0.8025316455696202,1.0886075949367089,0.0
0.8063291139240506,1.0886075949367089,0.0
0.810126582278481,1.0886075949367089,0.0
0.8139240506329114,1.0886075949367089,0.0
0.8177215189873418,1.0886075949367089,1.0
0.8215189873417722,1.0886075949367089,1.0
0.8253164556962025,1.0886075949367089,1.0
0.8291139240506329,1.0886075949367089,1.0
0.8329113924050633,1.0886075949367089,1.0
0.8367088607594937,1.0886075949367089,1.0
0.8405063291139241,1.0886075949367089,1.0
0.8443037974683544,1.0886075949367089,1.0
0.8481012658227848,1.0886075949367089,1.0
0.8518987341772152,1.0886075949367089,1.0
0.8556962025316456,1.0886075949367089,1.0
0.859493670886076,1.0886075949367089,1.0
0.8632911392405064,1.0886075949367089,1.0
0.8670886075949367,1.0886075949367089,1.0
